query,document,judgment
bridal shower decorations,B081YJLW57,1.0
bridal shower decorations,B07VYKLXNG,1.0
bridal shower decorations,B07S82L8BG,1.0
bridal shower decorations,B07RV4H826,1.0
bridal shower decorations,B07R8TV3XL,1.0
bridal shower decorations,B07PX9456H,1.0
bridal shower decorations,B07KLJWTZW,1.0
bridal shower decorations,B07JLD26FM,0.01
bridal shower decorations,B07HDM59FX,1.0
bridal shower decorations,B07GRS2QH4,1.0
bridal shower decorations,B07FXPGCNT,1.0
bridal shower decorations,B07FFHHLWP,1.0
bridal shower decorations,B07BRKSJ1J,1.0
bridal shower decorations,B071LFGQ8T,1.0
bridal shower decorations,B071KJBD8G,1.0
bridal shower decorations,B06XYHYSNS,1.0
bulwark flame resistant jacket,B00CC3SE3I,1.0
bulwark flame resistant jacket,B007WCNBU0,1.0
bulwark flame resistant jacket,B0078R5MVU,1.0
bulwark flame resistant jacket,B0078R3X1G,1.0
bulwark flame resistant jacket,B0078R3IRK,1.0
bulwark flame resistant jacket,B0078QUK6I,1.0
bulwark flame resistant jacket,B006IEILIK,1.0
bulwark flame resistant jacket,B006IFNXQ4,1.0
bulwark flame resistant jacket,B006IEIK0O,1.0
bulwark flame resistant jacket,B006IEIJAU,1.0
bulwark flame resistant jacket,B006IEIIMY,1.0
bulwark flame resistant jacket,B006IEIH0W,1.0
bulwark flame resistant jacket,B006KFHAES,1.0
card holders for four decksplaying cards,B083S3PGLK,1.0
card holders for four decksplaying cards,B0813CRCS5,1.0
card holders for four decksplaying cards,B07YHRRPV7,1.0
card holders for four decksplaying cards,B07Y45YVB6,1.0
card holders for four decksplaying cards,B07TJXH493,1.0
card holders for four decksplaying cards,B07T9PG8WT,1.0
card holders for four decksplaying cards,B07L3J4NX9,1.0
card holders for four decksplaying cards,B07L3GKTPF,1.0
card holders for four decksplaying cards,B07KP9WSCY,1.0
card holders for four decksplaying cards,B017IG19EY,1.0
card holders for four decksplaying cards,B016XFYX5I,1.0
card holders for four decksplaying cards,B016SHX46K,1.0
card holders for four decksplaying cards,B000G8S436,1.0
card holders for four decksplaying cards,B000FSU5ZC,1.0
card holders for four decksplaying cards,B0007M64JW,1.0
card holders for four decksplaying cards,B078DQ7CPR,1.0
cargo pants men big and tall,B06VTKLJ42,1.0
cargo pants men big and tall,B01N6CI284,1.0
cargo pants men big and tall,B01I0PIUP8,1.0
cargo pants men big and tall,B00XKYQ2IW,1.0
cargo pants men big and tall,B01GN8ZDYK,0.1
cargo pants men big and tall,B01BNSND0G,1.0
cargo pants men big and tall,B077YQDY5Y,1.0
cargo pants men big and tall,B00XKYJD42,1.0
cargo pants men big and tall,B07FN64YZ9,0.1
cargo pants men big and tall,B0957GHLT5,1.0
cargo pants men big and tall,B07T5GCF6Q,1.0
cargo pants men big and tall,B0888FN134,1.0
cargo pants men big and tall,B08BRF2X7R,1.0
cargo pants men big and tall,B08FFN68TB,1.0
cargo pants men big and tall,B08V5947KM,1.0
cargo pants men big and tall,B08V8P9C5Q,1.0
cargo pants men big and tall,B0949CLYBC,1.0
cargo pants men big and tall,B00LOD51BA,1.0
cargo pants men big and tall,B09DK4Z9GQ,1.0
cargo pants men big and tall,B07RRZ2Q5L,1.0
cargo pants men big and tall,B00F4ND154,1.0
cargo pants men big and tall,B006IX4DCY,1.0
cargo pants men big and tall,B00CLBHTLO,1.0
cargo pants men big and tall,B01MXTW465,1.0
cargo pants men big and tall,B079J9Z3PW,1.0
cargo pants men big and tall,B00028B4WI,1.0
cargo pants men big and tall,B000A2KCBA,1.0
cargo pants men big and tall,B000G3F7TK,1.0
cargo pants men big and tall,B00EC89RS2,1.0
cargo pants men big and tall,B000PSVEUW,0.1
cargo pants men big and tall,B0016A1GNI,1.0
cargo pants men big and tall,B001AQ2QKA,1.0
cargo pants men big and tall,B000JJG8ZI,0.1
cargo pants men big and tall,B004DKFWGU,1.0
cargo pants men big and tall,B004R8RT82,0.1
cargo pants men big and tall,B0058YX7TE,1.0
cargo pants men big and tall,B00789UO84,1.0
cargo pants men big and tall,B007SPJHZ4,1.0
cargo pants men big and tall,B008DCPG8I,1.0
cargo pants men big and tall,B00A219DGY,1.0
cargo pants men big and tall,B0030IU8GA,1.0
cargo pants men big and tall,B0054SO630,1.0
carhartt extreme cold weather boot socks,B07X6D6G1H,1.0
carhartt extreme cold weather boot socks,B01INNMR6A,0.1
carhartt extreme cold weather boot socks,B07TBMW6YH,0.1
carhartt extreme cold weather boot socks,B07L4YT1DD,0.1
carhartt extreme cold weather boot socks,B071PF324X,0.1
carhartt extreme cold weather boot socks,B01MDOIDB9,1.0
carhartt extreme cold weather boot socks,B01M048XB7,1.0
carhartt extreme cold weather boot socks,B01GIKJLQY,1.0
carhartt extreme cold weather boot socks,B00OENHDX6,0.1
carhartt extreme cold weather boot socks,B01FVQUKD4,1.0
carhartt extreme cold weather boot socks,B019RJX2EU,1.0
carhartt extreme cold weather boot socks,B00W93CSVK,0.1
carhartt extreme cold weather boot socks,B00GW7KWBW,1.0
carhartt extreme cold weather boot socks,B0051U182S,1.0
carhartt extreme cold weather boot socks,B003R7LD5Y,1.0
carhartt extreme cold weather boot socks,B01FVR4XF4,1.0
carhartt windbreaker,B07FW1FVP9,1.0
carhartt windbreaker,B083TCB8KV,1.0
carhartt windbreaker,B07RY7KXSG,1.0
carhartt windbreaker,B07KGC3BL8,1.0
carhartt windbreaker,B07KG9J1DT,1.0
carhartt windbreaker,B07KBQQ8C1,1.0
carhartt windbreaker,B07KBNVV4J,1.0
carhartt windbreaker,B07DS8W8DL,1.0
carhartt windbreaker,B00AAXUTH6,1.0
carhartt windbreaker,B01BUHPI26,1.0
carhartt windbreaker,B01BUGSARW,1.0
carhartt windbreaker,B013PTRA6Y,0.0
carhartt windbreaker,B00FZLC912,1.0
carhartt windbreaker,B00CA1ES32,1.0
carhartt windbreaker,B008G7CLUQ,1.0
carhartt windbreaker,B01JTTZQH4,1.0
casio illuminator watches for men,B07978WZCQ,0.1
casio illuminator watches for men,B0758K3X4H,0.1
casio illuminator watches for men,B0721BB2ZW,0.1
casio illuminator watches for men,B01MSM1GWF,0.01
casio illuminator watches for men,B01N1IYFI1,0.1
casio illuminator watches for men,B08VNR3NRW,1.0
casio illuminator watches for men,B07BQXXNQY,0.1
casio illuminator watches for men,B06VWBS7DL,0.1
casio illuminator watches for men,B07G353VXZ,1.0
casio illuminator watches for men,B08MFSSC6K,1.0
casio illuminator watches for men,B07H43VDT2,1.0
casio illuminator watches for men,B07KXXZMXP,0.1
casio illuminator watches for men,B07N6P23V7,1.0
casio illuminator watches for men,B07QC98YNN,0.1
casio illuminator watches for men,B07RBRD52Q,0.1
casio illuminator watches for men,B07W22TLGG,0.1
casio illuminator watches for men,B086R1MXFQ,0.1
casio illuminator watches for men,B01ISQ78OS,1.0
casio illuminator watches for men,B07H3TK7MN,1.0
casio illuminator watches for men,B01ISQ78G6,1.0
casio illuminator watches for men,B00GFYYKLA,0.1
casio illuminator watches for men,B013TPJ8KU,1.0
casio illuminator watches for men,B01FFGDLUO,1.0
casio illuminator watches for men,B00067KRVO,1.0
casio illuminator watches for men,B00067LYHU,1.0
casio illuminator watches for men,B000GAWSDG,0.1
casio illuminator watches for men,B000GAWSFE,1.0
casio illuminator watches for men,B000GB1RAU,1.0
casio illuminator watches for men,B00134L97K,1.0
casio illuminator watches for men,B002LAS086,0.1
casio illuminator watches for men,B000GAYQKY,1.0
casio illuminator watches for men,B004IYZ17Q,1.0
casio illuminator watches for men,B00386B610,1.0
casio illuminator watches for men,B00BS8U88W,1.0
casio illuminator watches for men,B0094B79CI,1.0
casio illuminator watches for men,B007RWZHXO,0.1
casio illuminator watches for men,B00IYUYAFY,1.0
casio illuminator watches for men,B00791R1MI,0.1
casio illuminator watches for men,B0053HBJBE,1.0
casio illuminator watches for men,B007EGYEL4,0.1
cat balls,B08D91G889,1.0
cat balls,B08DJ8G36L,1.0
cat balls,B08BPBLSTH,0.0
cat balls,B08BJ7678D,1.0
cat balls,B08B1TC72N,0.0
cat balls,B089Y4WY2Y,1.0
cat balls,B086WZ3XDC,1.0
cat balls,B08D91CB7Z,1.0
cat balls,B0832M548J,1.0
cat balls,B0832HCCZD,1.0
cat balls,B07Y88342Y,1.0
cat balls,B07Y86XW71,1.0
cat balls,B07X9RYGL5,1.0
cat balls,B07RYSZCZV,1.0
cat balls,B07H5K1N5B,1.0
cat balls,B085G8MLJP,0.0
ceramtic coating,B07W4ZMZGN,1.0
ceramtic coating,B082VT2SZQ,1.0
ceramtic coating,B081S6BJL3,1.0
ceramtic coating,B081489MTX,1.0
ceramtic coating,B07XYQJQMX,1.0
ceramtic coating,B07XYPS3PS,1.0
ceramtic coating,B07XVLJJQB,1.0
ceramtic coating,B07V25MZHV,1.0
ceramtic coating,B07FBL6L4B,1.0
ceramtic coating,B07Q6PR6LW,1.0
ceramtic coating,B07MHB8KHQ,1.0
ceramtic coating,B07K46RD7Y,1.0
ceramtic coating,B07GR7FXJK,0.1
ceramtic coating,B07D4NXNTV,0.01
ceramtic coating,B01N7UF4ZD,1.0
ceramtic coating,B07R5QH6H6,1.0
charger wireless for iphone,B08JC2ZD5V,1.0
charger wireless for iphone,B086MC4R1W,1.0
charger wireless for iphone,B083P4MGTW,1.0
charger wireless for iphone,B083LYLRF6,1.0
charger wireless for iphone,B083B9HB6Q,1.0
charger wireless for iphone,B08341HQK3,1.0
charger wireless for iphone,B07YY3SDHM,1.0
charger wireless for iphone,B082X6N8PD,1.0
charger wireless for iphone,B07TTJ6KSH,1.0
charger wireless for iphone,B079KZ49PJ,1.0
charger wireless for iphone,B07DBXZZN3,1.0
charger wireless for iphone,B07GT2G5B3,1.0
charger wireless for iphone,B07TXXRQY1,1.0
charger wireless for iphone,B07PW7PSY9,1.0
charger wireless for iphone,B07RKRBLPY,1.0
charger wireless for iphone,B07MP1Y4H5,1.0
christmas dress for petite women,B07SJPKFQ5,1.0
christmas dress for petite women,B07P6T85ZL,1.0
christmas dress for petite women,B07HH3FD32,0.0
christmas dress for petite women,B07CXG5CP4,1.0
christmas dress for petite women,B07C2XLXTQ,1.0
christmas dress for petite women,B07BWH3JXF,1.0
christmas dress for petite women,B078B1KP81,0.0
christmas dress for petite women,B075GR5YL7,1.0
christmas dress for petite women,B00KGVW402,0.0
christmas dress for petite women,B078YN8RXL,0.0
coil incense,B07Y1YS5G6,1.0
coil incense,B0885ZFVWC,1.0
coil incense,B08533VRTL,1.0
coil incense,B07ZZCVN2M,1.0
coil incense,B08861HS4F,1.0
coil incense,B07Y3XRHS2,1.0
coil incense,B07RGCS3L2,1.0
coil incense,B07Y9CQ6LM,1.0
coil incense,B07GWQTCTM,1.0
coil incense,B0009F3RYW,1.0
coil incense,B0009F3RZ6,1.0
coil incense,B008PFPC1O,1.0
coil incense,B07PR4JCDN,1.0
coil incense,B07FKT3D39,1.0
coil incense,B07GB1BFML,1.0
coil incense,B00UFAQ1HG,1.0
cole haan grand crosscourt,B07N46HP6D,1.0
cole haan grand crosscourt,B07YPKK139,1.0
cole haan grand crosscourt,B07QJN17D7,1.0
cole haan grand crosscourt,B07QHMV5Q4,1.0
cole haan grand crosscourt,B07QD8J4VF,1.0
cole haan grand crosscourt,B07QBB2V3N,1.0
cole haan grand crosscourt,B07Q4W1M7X,1.0
cole haan grand crosscourt,B07MLYH636,0.1
cole haan grand crosscourt,B071X88W68,1.0
cole haan grand crosscourt,B07LB1CNTW,1.0
cole haan grand crosscourt,B07FKKK2DC,0.1
cole haan grand crosscourt,B07FKH1746,0.1
cole haan grand crosscourt,B07FK7B6CW,1.0
cole haan grand crosscourt,B07BZGJRXH,1.0
cole haan grand crosscourt,B07BRBZQ7L,1.0
cole haan grand crosscourt,B07MFRWBJR,0.1
collagen supplements,B0845P261G,1.0
collagen supplements,B082PSKMKG,1.0
collagen supplements,B07XKWHPML,1.0
collagen supplements,B07XH52CTN,1.0
collagen supplements,B07WZVX3L1,1.0
collagen supplements,B07PYQJBH3,1.0
collagen supplements,B07L6T3CML,1.0
collagen supplements,B07GL62CTS,1.0
collagen supplements,B07DM3MBCS,1.0
collagen supplements,B07BB1VV9K,1.0
collagen supplements,B0773ZG2LM,1.0
collagen supplements,B01LQEMAJM,1.0
collagen supplements,B00XQ2XGAA,1.0
collagen supplements,B00NLR1PX0,1.0
collagen supplements,B006VAZYNG,1.0
collagen supplements,B07C7FS86W,1.0
columbia ice maiden ii womens insulated snow boots,B07JWXDVSZ,0.1
columbia ice maiden ii womens insulated snow boots,B07JWX4VH4,1.0
columbia ice maiden ii womens insulated snow boots,B07JWVHTFN,0.1
columbia ice maiden ii womens insulated snow boots,B07JHW9PDH,0.1
columbia ice maiden ii womens insulated snow boots,B07JHCGHVL,0.1
columbia ice maiden ii womens insulated snow boots,B07JH35HWS,0.1
columbia ice maiden ii womens insulated snow boots,B07JGD8YKD,1.0
columbia ice maiden ii womens insulated snow boots,B07JGD8Y97,0.1
columbia ice maiden ii womens insulated snow boots,B0787QZ71S,0.1
columbia ice maiden ii womens insulated snow boots,B0787P86P5,0.1
columbia ice maiden ii womens insulated snow boots,B073WGMBVG,0.1
columbia ice maiden ii womens insulated snow boots,B01N0SPDYO,0.1
columbia ice maiden ii womens insulated snow boots,B0183M038U,0.1
columbia ice maiden ii womens insulated snow boots,B00GW97XQM,1.0
columbia ice maiden ii womens insulated snow boots,B00GW8GE4A,0.1
columbia ice maiden ii womens insulated snow boots,B07B4MD3HT,0.1
computer software programs adobe,B07TVVKFMM,0.1
computer software programs adobe,B07YL26SD9,0.1
computer software programs adobe,B07YF99KTJ,0.1
computer software programs adobe,B07Y616PF8,0.1
computer software programs adobe,B07X4S9DJJ,1.0
computer software programs adobe,B07X4RR19R,1.0
computer software programs adobe,B07Q4QZ3LQ,1.0
computer software programs adobe,B07XHMXF8T,0.1
computer software programs adobe,B07N45MZVB,1.0
computer software programs adobe,B07H4X8QF4,0.1
computer software programs adobe,B07GWL6FRQ,0.1
computer software programs adobe,B07DYSR1QH,1.0
computer software programs adobe,B07C8MGJR1,1.0
computer software programs adobe,B00OMQLNJK,0.1
computer software programs adobe,B002CIP12U,1.0
computer software programs adobe,B07P8RS7Q7,1.0
computer table,B07MH7LRNN,1.0
computer table,B082F16M4P,1.0
computer table,B0828HV17B,1.0
computer table,B07ZRMS16C,1.0
computer table,B07ZJPCNM2,1.0
computer table,B07QW3JRT4,1.0
computer table,B07Q3YR6GV,1.0
computer table,B07MB1WNQQ,1.0
computer table,B01N33P85V,1.0
computer table,B07DC3321Q,1.0
computer table,B077XV4L3M,1.0
computer table,B075F9KPQH,1.0
computer table,B06XZV3F8F,1.0
computer table,B01K7AOSQE,1.0
computer table,B00BK31JEW,1.0
computer table,B07HYTWJ6Y,1.0
concealer color changing foundation,B07VML1QZC,1.0
concealer color changing foundation,B083R5CGWR,1.0
concealer color changing foundation,B083NYSBH8,1.0
concealer color changing foundation,B07XVKBNYR,1.0
concealer color changing foundation,B07XRS82FK,1.0
concealer color changing foundation,B07WXNYTF7,1.0
concealer color changing foundation,B085WMHYFN,1.0
concealer color changing foundation,B07SGCPGP3,1.0
concealer color changing foundation,B07RPKRTBK,1.0
concealer color changing foundation,B07S29PWW6,1.0
concealer color changing foundation,B07RK2J4Y6,1.0
concealer color changing foundation,B07QKKMBL2,1.0
concealer color changing foundation,B07QFR64T5,1.0
concealer color changing foundation,B07NQMBN3Z,1.0
concealer color changing foundation,B07M9K1YQ2,1.0
concealer color changing foundation,B07S99KLH3,1.0
contact lens colored for eyes,B01MRJHRMS,1.0
contact lens colored for eyes,B07MFQNXC4,0.01
contact lens colored for eyes,B07JG8ZYWF,0.01
contact lens colored for eyes,B07DD9L7R5,0.0
contact lens colored for eyes,B07TWCJD6D,0.01
contact lens colored for eyes,B06Y3WL4ZB,1.0
contact lens colored for eyes,B01D52IRC2,0.0
contact lens colored for eyes,B07D57JDJH,0.0
contact lens colored for eyes,B00Y12LBHO,1.0
contact lens colored for eyes,B00OJWNY1C,0.01
contact lens colored for eyes,B00LWFWMOY,0.0
contact lens colored for eyes,B003H03SDQ,0.01
contact lens colored for eyes,158013954X,0.0
contact lens colored for eyes,1451175329,1.0
contact lens colored for eyes,B00Y7627YU,1.0
converse sneakers for women,B07KLM93TM,1.0
converse sneakers for women,B07L14LTZ1,1.0
converse sneakers for women,B07XM9KX24,1.0
converse sneakers for women,B07R75M3B1,1.0
converse sneakers for women,B07HRSQZ53,1.0
converse sneakers for women,B07PRNX9FL,1.0
converse sneakers for women,B07HLFCQZZ,1.0
converse sneakers for women,B07MH3FF3B,1.0
converse sneakers for women,B01KRNU5GS,1.0
converse sneakers for women,B01J190TPG,1.0
converse sneakers for women,B008L2HCK0,1.0
converse sneakers for women,B007PBEV8Y,1.0
converse sneakers for women,B000OLVQ6M,1.0
converse sneakers for women,B000OLRX6O,1.0
converse sneakers for women,B000LFAQDA,1.0
converse sneakers for women,B073C6PDF8,1.0
corn hole game wooden,B086G5GHSN,1.0
corn hole game wooden,B085FQQMSQ,1.0
corn hole game wooden,B0849Y5P26,1.0
corn hole game wooden,B0845P5JZ6,1.0
corn hole game wooden,B07VHMR4W7,1.0
corn hole game wooden,B07TC5X8P5,1.0
corn hole game wooden,B07RZMCYFW,1.0
corn hole game wooden,B07J1MTTHL,1.0
corn hole game wooden,B079JDQKTY,1.0
corn hole game wooden,B079J9STKX,1.0
corn hole game wooden,B07767WRFZ,1.0
corn hole game wooden,B01J9G9DEO,1.0
corn hole game wooden,B00MHK0H9K,1.0
corn hole game wooden,B00KQC0NGS,0.1
corn hole game wooden,B00GHPVAR4,1.0
corn hole game wooden,B002EAU9Z0,1.0
cousin it costume,B07XTNQPK7,1.0
cousin it costume,B07PVQM7B3,1.0
cousin it costume,B07N1K79Q6,0.0
cousin it costume,B07MQY84MT,0.0
cousin it costume,B0722PS577,0.0
cousin it costume,B01N0QPBSM,0.0
cousin it costume,B00RBBEKGG,0.0
cousin it costume,B00O3PT8HY,1.0
cousin it costume,B00NAE7HPE,0.0
cousin it costume,B00MI5ZAKA,1.0
cousin it costume,B0018Z4F3O,1.0
cousin it costume,B01ANI22LS,0.0
custom 3 panel wall art,B07Z8B74TR,1.0
custom 3 panel wall art,B07WS5Y19K,1.0
custom 3 panel wall art,B07RRX9T1B,1.0
custom 3 panel wall art,B07R5SS2TW,1.0
custom 3 panel wall art,B07QST2485,1.0
custom 3 panel wall art,B07M5WM3CM,1.0
custom 3 panel wall art,B07L5PW2H4,1.0
custom 3 panel wall art,B07QH6CGCT,1.0
custom 3 panel wall art,B07K76FPKQ,1.0
custom 3 panel wall art,B07HWWWBTF,1.0
custom 3 panel wall art,B077GV9MN9,0.1
custom 3 panel wall art,B01N8PUSZ3,1.0
custom 3 panel wall art,B01N2MF4V1,1.0
custom 3 panel wall art,B014I8SSD0,0.0
custom 3 panel wall art,B07L523P8V,1.0
custom 3 panel wall art,B07LFCBTQD,1.0
cwine glasses,B07YBTQKFV,0.0
cwine glasses,B07VBZDRQ5,0.0
cwine glasses,B07R4SG77T,0.0
cwine glasses,B07R3HYNHZ,0.0
cwine glasses,B07MZ31QC7,0.0
cwine glasses,B07L8M97FR,1.0
cwine glasses,B077P1WGHJ,0.0
cwine glasses,B0778N2BBT,1.0
cwine glasses,B071H624VW,0.0
cwine glasses,B06Y17858J,1.0
cwine glasses,B01N5DIYWI,0.0
cwine glasses,B01DSR47U0,0.0
cwine glasses,B01BWKRO8W,0.0
cwine glasses,B00KIG3QVG,1.0
cwine glasses,B008CD5NO0,1.0
cwine glasses,B000QU3LFK,1.0
dachshund case,B08CSJQWBG,1.0
dachshund case,B08CSHKG2R,1.0
dachshund case,B08CSHHDC6,1.0
dachshund case,B088FFBXN1,1.0
dachshund case,B0836VMXWR,1.0
dachshund case,B07ZP1X31R,1.0
dachshund case,B07XYSKQH5,1.0
dachshund case,B08DMGP3GD,1.0
dachshund case,B07W4FMQ5Y,0.1
dachshund case,B07SCN2WM2,0.1
dachshund case,B07HT27HGM,1.0
dachshund case,B07CW97C1J,1.0
dachshund case,B075RTFLX5,1.0
dachshund case,B075GHF6KN,1.0
dachshund case,B01MCR8ASP,1.0
dachshund case,B07WSV2MYV,1.0
daves killer bread,B083XTX2CQ,1.0
daves killer bread,B083XTQNYM,1.0
daves killer bread,B07ZLF9G83,0.0
daves killer bread,B07PTHDSL1,0.1
daves killer bread,B07GST8CMF,1.0
daves killer bread,B07GST4K1T,1.0
daves killer bread,B0775LJJG1,0.1
daves killer bread,B071LGXZXB,1.0
daves killer bread,B01N9K7W9M,1.0
daves killer bread,B01N6JG7D8,1.0
daves killer bread,B01N5I0QS2,1.0
daves killer bread,B072FJ3DBN,1.0
daves killer bread,B00UGBUZ1M,1.0
daves killer bread,B00P85283O,0.1
daves killer bread,B0071JHNWG,1.0
daves killer bread,B0071JHNTE,1.0
daves killer bread,B006Z6MBKK,1.0
daves killer bread,B004TJD758,0.0
daves killer bread,B001F79MMY,1.0
daves killer bread,B000REY4MO,0.1
daves killer bread,B000REVDOQ,0.1
daves killer bread,B000R4G4RW,0.1
daves killer bread,B01N0TGEP2,1.0
definitely not paid enough for this,B07CNMF5S5,0.0
definitely not paid enough for this,B07CQN9Z2G,0.0
definitely not paid enough for this,B07DN86NPG,0.0
definitely not paid enough for this,B07HY9RST9,1.0
definitely not paid enough for this,B07RDCMDB6,0.0
definitely not paid enough for this,B07RDD28ZF,0.0
definitely not paid enough for this,B07SJ5ZBDW,0.0
definitely not paid enough for this,B083WLSMGB,0.0
definitely not paid enough for this,B07ZKHCHBH,0.0
definitely not paid enough for this,B081PR2QYJ,0.0
definitely not paid enough for this,B07BZYL5F8,0.0
definitely not paid enough for this,B0845YKM1P,0.0
definitely not paid enough for this,B089JK8WJB,0.0
definitely not paid enough for this,B08R8NQYPY,0.0
definitely not paid enough for this,B07YYJW2PG,0.0
definitely not paid enough for this,B073VBBX59,0.0
definitely not paid enough for this,B089B17BR5,0.0
definitely not paid enough for this,B01M3V53D8,0.0
definitely not paid enough for this,B06XBXRWWM,0.0
definitely not paid enough for this,1501128035,0.0
definitely not paid enough for this,1593596383,0.0
definitely not paid enough for this,631783699X,0.0
definitely not paid enough for this,B0007OERX0,0.0
definitely not paid enough for this,B000E7WHCI,0.0
definitely not paid enough for this,B0028SCBV8,0.0
definitely not paid enough for this,B000C212QC,0.0
definitely not paid enough for this,B004MNOY7G,0.0
definitely not paid enough for this,B006PJZJHY,0.0
definitely not paid enough for this,B009BEOAGQ,0.0
definitely not paid enough for this,B00HQ4KRWY,0.0
definitely not paid enough for this,B017Z17KW2,0.0
definitely not paid enough for this,B01CDUYM44,0.0
definitely not paid enough for this,B01I2Y55P0,0.0
definitely not paid enough for this,B002BTUCKG,0.0
dental floss 0.3,B085DG5R7Y,1.0
dental floss 0.3,B085DDKSRK,1.0
dental floss 0.3,B085C68PSQ,1.0
dental floss 0.3,B084TM6J4T,1.0
dental floss 0.3,B084Q9PY9D,1.0
dental floss 0.3,B081Z6GXZR,0.0
dental floss 0.3,B07XY9HWTZ,1.0
dental floss 0.3,B07WNG21FF,1.0
dental floss 0.3,B07T7D3ZHV,0.1
dental floss 0.3,B07JJMSYWT,1.0
dental floss 0.3,B07J2J2T3J,1.0
dental floss 0.3,B07CWPY6M9,1.0
dental floss 0.3,B06WW6G4SJ,0.0
dental floss 0.3,B01GW20FFE,1.0
dental floss 0.3,B006RG4ING,0.1
dental floss 0.3,B07SQYLXF2,0.1
detective pikachu digital,B07RMGBKB2,1.0
detective pikachu digital,B07WWMJRGG,0.1
detective pikachu digital,B07VDVGSW5,1.0
detective pikachu digital,B07TKZQFJC,0.0
detective pikachu digital,B07SHXFSH5,0.0
detective pikachu digital,B07RMHCS3C,0.1
detective pikachu digital,B07NRK4MQJ,0.1
detective pikachu digital,B07TJKW29H,1.0
detective pikachu digital,B07DXPYSQ7,0.1
detective pikachu digital,B07DJXXFH6,0.1
detective pikachu digital,B07DHWCV38,0.1
detective pikachu digital,B07C13K1YL,0.1
detective pikachu digital,B07KKKC1MT,0.1
detective pikachu digital,B07BHKS99B,1.0
detective pikachu digital,B01MT8AIBE,0.1
detective pikachu digital,B01IW7Z67E,0.0
dieter roth,B0002F4RVQ,1.0
dieter roth,8894388700,1.0
dieter roth,3905829177,1.0
dieter roth,3775791396,1.0
dieter roth,377572818X,1.0
dieter roth,1900565730,0.1
dieter roth,0870708503,1.0
dieter roth,395236309X,1.0
dieter roth,0500976422,1.0
dieter roth,0500976309,1.0
dieter roth,0500976244,1.0
dieter roth,0500976198,1.0
dieter roth,0500970963,1.0
dieter roth,0300185499,1.0
dieter roth,0300170793,1.0
dieter roth,0870700359,1.0
dildo for sex,B08F48NHF5,1.0
dildo for sex,B08F47PLFJ,1.0
dildo for sex,B08F2C5C9K,1.0
dildo for sex,B085W4BD47,1.0
dildo for sex,B07VK5B46N,0.1
dildo for sex,B07V5N3KQ1,0.1
dildo for sex,B07MQNYJKB,0.1
dildo for sex,B08F3XXDQH,1.0
dildo for sex,B07CNZQYNF,0.1
dildo for sex,B07CL3DV3G,0.1
dildo for sex,B078JLMC9H,0.01
dildo for sex,B01IAX5QE8,0.1
dildo for sex,B01AKUHDNQ,0.01
dildo for sex,B0026DURGG,0.0
dildo for sex,B000ZHBHKK,0.0
dildo for sex,B07KXSZWK2,0.1
dinosaur decorations orange,B0836FJ5GJ,0.1
dinosaur decorations orange,B07YJJJGNC,1.0
dinosaur decorations orange,B07X32R86D,1.0
dinosaur decorations orange,B07WGTM24Z,0.1
dinosaur decorations orange,B07VX5Y5WK,0.1
dinosaur decorations orange,B07VH1B8B9,1.0
dinosaur decorations orange,B07V6PCD7B,0.1
dinosaur decorations orange,B083TZXT26,1.0
dinosaur decorations orange,B07TLL53GD,0.1
dinosaur decorations orange,B07S3JCS3P,1.0
dinosaur decorations orange,B07Q468N6D,1.0
dinosaur decorations orange,B07KXHWKSB,1.0
dinosaur decorations orange,B07KGMYFKR,1.0
dinosaur decorations orange,B07JM3VJJL,1.0
dinosaur decorations orange,B07FXG6H8H,1.0
dinosaur decorations orange,B07TYB8Z17,1.0
dji goggles,B08DLSK75B,0.0
dji goggles,B08BW3TQ2D,0.01
dji goggles,B088835PYD,0.0
dji goggles,B081THWV6B,0.01
dji goggles,B081TKN12F,0.01
dji goggles,B08JGX61H7,0.0
dji goggles,B07ZTNQ7DM,0.0
dji goggles,B086XCGMN7,0.1
dji goggles,B08NQD4FBW,1.0
dji goggles,B092D4Y88X,0.01
dji goggles,B08V5BBFTL,0.0
dji goggles,B08V5BCSK9,0.01
dji goggles,B093CS2J7R,0.0
dji goggles,B097PY7WCN,0.0
dji goggles,B097QJDM65,0.01
dji goggles,B098SLF5LP,0.01
dji goggles,B09BTBXPTD,1.0
dji goggles,B07X1TKSSG,0.1
dji goggles,B08SC8MVB1,1.0
dji goggles,B07WVFJ5KC,1.0
dji goggles,B077ZXHQ37,1.0
dji goggles,B07VZXD48R,0.01
dji goggles,B07WQQ5KQ6,1.0
dji goggles,B01LYBLZRK,0.1
dji goggles,B01N0N8K7Y,0.01
dji goggles,B077XRBQQS,1.0
dji goggles,B078WQ9SN3,0.0
dji goggles,B07GDC5X74,0.0
dji goggles,B07MM95VB2,0.01
dji goggles,B07N31BT2K,0.0
dji goggles,B079WGVBN1,1.0
dji goggles,B07NBTPZV6,0.0
dji goggles,B07VZWKSLZ,1.0
dji goggles,B07N32QRRD,0.1
dji goggles,B07VZTC57R,1.0
dji goggles,B07VXP1R1Q,0.01
dji goggles,B07VZW675B,0.01
dji goggles,B07VWSD8X6,0.01
dji goggles,B07RGF3CFH,0.01
dji goggles,B07RFGJ87Z,0.0
do not enter tape,B08CDQ5P3N,1.0
